Protein	L_gryllorum_count
XP_011133328.1 hypothetical protein GNI_171730,...	1
CEL91764.1 unnamed protein product	1
XP_029219570.1 tetratricopeptide repeat-contain...	1
MBN9500872.1 NADH:flavin oxidoreductase/NADH ox...	1
MBM3720934.1 NADH:flavin oxidoreductase/NADH ox...	1
CEM31104.1 unnamed protein product	1
VEN41968.1 unnamed protein product	1
XP_011129379.1 putative phosphoglucan, water di...	1
XP_011132374.1 hypothetical protein GNI_135160	1
CEM14662.1 unnamed protein product	1
KAJ2224589.1 DNA repair protein rhp57, partial	1
XP_011133430.1 putative arginine N-methyltransf...	1
XP_011133579.1 MIZ/SP-ring zinc finger protein	1
XP_011133160.1 hypothetical protein GNI_164820	1
XP_011133161.1 RNA recognition motif protein	1
MCF8059872.1 S8 family serine peptidase	1
XP_011129760.1 piwi domain protein	1
KAJ1604925.1 ring finger domain-containing protein	1
XP_011132777.1 putative U2 snRNP auxiliary factor	1
XP_011130646.1 translation initiation factor eI...	1
XP_011131013.1 alpha/beta hydrolase family protein	1
XP_011130486.1 hypothetical protein GNI_075880	1
WFD30073.1 hypothetical protein MSPP1_001087	1
XP_011129068.1 peptidase M16	1
KAI4300957.1 hypothetical protein L6164_034282	1
XP_006112124.1 probable allantoicase	1
XP_011130288.1 putative periodic tryptophan 1-l...	1
XP_011133395.1 hypothetical protein GNI_176080	1
MBI5806061.1 mucoidy inhibitor MuiA family protein	1
KJA24215.1 hypothetical protein HYPSUDRAFT_537762	1
XP_011133049.1 putative Co-chaperone HscB	1
XP_013228095.1 pre-mRNA splicing factor RNA hel...	1
XP_011129021.1 zinc finger C-x8-C-x5-C-x3-H typ...	1
KAH0474094.1 MAG: hypothetical protein KVP18_00...	1
XP_005704778.1 exosome complex component CSL4	1
XP_028530972.1 conserved Plasmodium protein, un...	1
OBT68179.1 hypothetical protein VE03_02346	1
MEC7867920.1 NAD(+) synthase	1
AZL94319.1 glucose-6-phosphate 1-dehydrogenase	1
XP_011132939.1 putative 26S proteasome non-ATPa...	1
WP_102852601.1 aldose 1-epimerase family protein	1
XP_055388385.1 uncharacterized protein LOC12961...	1
XP_011133343.1 putative vacuolar proton translo...	1
XP_011132030.1 protein kinase domain protein	1
XP_011131809.1 DNA-directed RNA polymerase beta...	1
XP_011134433.1 glycosyltransferase-like family ...	1
CAJ1386972.1 unnamed protein product	1
XP_011132487.1 putative KH domain protein	1
XP_011130155.1 putative transmembrane protein	1
XP_011130158.1 Rab-GTPase-TBC domain protein	1
XP_011131146.1 transmembrane amino acid transpo...	1
CAJ1388918.1 unnamed protein product	1
XP_011132401.1 putative DEAD-family helicase	1
XP_011132989.1 putative splicing factor 3b subu...	1
KAH0475611.1 MAG: hypothetical protein KVP18_00...	1
XP_011132972.1 RNA recognition motif protein	1
XP_011130650.1 clathrin adaptor complex family ...	1
XP_002772871.1 Elicitor-responsive protein, put...	1
XP_011130491.1 inner membrane complex protein	1
XP_011132653.1 putative WD40 domain protein	1
XP_011128486.1 protein kinase domain protein, p...	1
WPT11758.1 Ubiquitin carboxyl-terminal hydrolase 5	1
XP_011134012.1 Met-10+-like protein	1
XP_011132002.1 glycosyltransferase family protein	1
XP_011130205.1 hypothetical protein GNI_067840	1
MCD7935962.1 class I SAM-dependent methyltransf...	1
XP_011128770.1 putative cysteine repeat modular...	1
XP_011130019.1 eukaryotic initiation factor 3 g...	1
CCA68635.1 hypothetical protein PIIN_02500	1
XP_011130161.1 hypothetical protein GNI_066500	1
KYK64121.1 ICE family protease (caspase) p20 do...	1
XP_011131156.1 putative WD repeat protein	1
XP_011131585.1 putative thrombospondin type 1 d...	1
OII78119.1 hypothetical protein cand_035460	1
XP_011129071.1 putative ribosomal protein S8e	1
XP_011131575.1 putative DNA-directed RNA polyme...	1
XP_011128879.1 DNA-directed RNA polymerase III ...	1
XP_029215684.1 uncharacterized protein BESB_026490	1
XP_011129354.1 hypothetical protein GNI_038350	1
XP_011132053.1 hypothetical protein GNI_127500	1
XP_011128790.1 phospholipase/carboxylesterase	1
GMS89278.1 hypothetical protein PENTCL1PPCAC_11...	1
XP_011132301.1 calcium/proton exchanger	1
KAJ2735585.1 hypothetical protein IW152_001506	1
XP_011130219.1 piwi domain protein	1
XP_011132949.1 protease prsW family protein	1
WP_142527559.1 HesA/MoeB/ThiF family protein	1
CDI74179.1 hypothetical protein, conserved	1
XP_011129866.1 putative U2 small nuclear ribonu...	1
HUT45422.1 NADP-specific glutamate dehydrogenase	1
HUX46041.1 NADH:flavin oxidoreductase/NADH oxidase	1
XP_028678259.1 heat shock cognate 71 kDa protein	1
ADL18372.1 heat shock protein 70	1
XP_061468338.1 heat shock-related 70 kDa protein 2	1
SCN63076.1 signal recognition particle subunit ...	1
KAH0472341.1 MAG: hypothetical protein KVP17_00...	1
XP_011128539.1 putative stress-induced protein ...	1
XP_013355789.1 transmembrane domian-containing ...	1
XP_011128551.1 putative translation initiation ...	1
XP_011128992.1 meiotic recombination DMC1-like ...	1
XP_011129048.1 Xaa-pro aminopeptidase	1
MBS1970933.1 NAD(P)-dependent alcohol dehydroge...	1
XP_011131595.1 exonuclease	1
XP_053992613.1 40S ribosomal protein S15a-like	1
KAF4686396.1 hypothetical protein FOZ60_005318	1
XP_011131502.1 nuclear protein Es2	1
XP_023163542.1 nucleoside diphosphate kinase	1
XP_011130275.1 monogalactosyldiacylglycerol syn...	1
WP_173116374.1 glycoside hydrolase family 32 pr...	1
XP_011132731.1 putative DHHC zinc finger protein	1
XP_054161369.1 endoplasmic reticulum chaperone ...	1
CEM02401.1 unnamed protein product	1
XP_011132755.1 splicing factor 3a subunit 2, pa...	1
XP_011131280.1 hypothetical protein GNI_104170	1
KAF4663671.1 Centrin-3	1
XP_052165367.1 probable histone H2A.3	1
XP_011132683.1 S54 family peptidase	1
XP_013439200.1 helicase associated domain-conta...	1
PHJ19659.1 vacuolar atp synthase 16 kda proteol...	1
XP_011134172.1 vacuolar ATP synthase proteolipi...	1
XP_011134168.1 SET domain protein	1
CEL64265.1 TPA: Short-chain dehydrogenase/reduc...	1
OII75929.1 hypothetical protein cand_002600	1
HAV76865.1 hypothetical protein	1
XP_011132979.1 putative tRNA wybutosine-synthes...	1
XP_011132980.1 DNA repair Rad51-like protein	1
XP_011131049.1 sulfate adenylyltransferase/aden...	1
XP_011129717.1 hypothetical protein GNI_050080	1
XP_011129726.1 HNH endonuclease domain protein	1
MDQ1687068.1 hypothetical protein	1
CAH0473692.1 unnamed protein product	1
XP_011132754.1 hypothetical protein GNI_150280	1
KAF4644793.1 hypothetical protein TGRH88_017870	1
XP_029217583.1 ATPase, AFG1 family protein	1
XP_011128574.1 putative of plant or bacterial o...	1
XP_003882649.1 hypothetical protein NCLIV_024055	1
XP_011129423.1 putative elongation factor	1
KAF8819380.1 hypothetical protein IE077_001091	1
KAH0481602.1 MAG: hypothetical protein KVP17_00...	1
XP_011132308.1 14-3-3 family protein	1
XP_011129399.1 hypothetical protein GNI_039610	1
XP_003884998.1 conserved hypothetical protein	1
XP_026759469.2 diphthine methyltransferase isof...	1
KAH0480693.1 MAG: hypothetical protein KVP17_00...	1
WP_185651827.1 hydroxyethylthiazole kinase	1
XP_011130837.1 helicase	1
XP_011132750.1 chromosome condensation regulato...	1
XP_011130286.1 hypothetical protein GNI_070270	1
XP_011132195.1 L-asparaginase type I	1
CEM08587.1 unnamed protein product	1
KAJ3435151.1 serine/threonine-protein phosphata...	1
XP_011129848.1 putative oocyst wall protein	1
XP_001694001.1 uncharacterized protein CHLRE_12...	1
XP_011130507.1 BT1 family protein	1
XP_011133412.1 Sec7 domain protein	1
XP_011130104.1 hypothetical protein GNI_064480	1
CEL94386.1 unnamed protein product	1
XP_034970077.1 14 kDa phosphohistidine phosphatase	1
EOY31967.1 Pumilio 5, putative isoform 4, partial	1
XP_011132759.1 putative transport Sec61 alpha s...	1
XP_011133145.1 replication termination factor 2	1
XP_011129883.1 putative translation initiation ...	1
KAJ4729352.1 Glycerol-3-phosphate dehydrogenase	1
KAH0479225.1 MAG: hypothetical protein KVP17_00...	1
XP_011132015.1 putative chaperonin containing T...	1
XP_011132014.1 60S ribosomal protein L32	1
XP_011129811.1 beta-lactamase domain protein	1
XP_019754100.1 chromobox protein homolog 1 isof...	1
XP_008873039.1 AP-4 complex subunit sigma	1
XP_011129394.1 protein kinase	1
CEL69370.1 TPA: Splicing factor U2af small subu...	1
XP_053993801.1 uncharacterized protein LOC12888...	1
XP_002142210.1 uncharacterized protein CMU_029350	1
KAF8822705.1 ankyrin repeat-containing protein	1
KAH0474688.1 MAG: hypothetical protein KVP18_00...	1
KAH0488304.1 MAG: hypothetical protein KVP17_00...	1
CEM06759.1 unnamed protein product	1
XP_011133815.1 RNA-directed DNA polymerase	1
KAF9093493.1 hypothetical protein BGX23_003259	1
GKT17195.1 hypothetical protein ADUPG1_011061, ...	1
KAH0485544.1 MAG: hypothetical protein KVP17_00...	1
XP_028872125.1 Pyrophosphate--fructose 6-phosph...	1
XP_011131524.1 phosphdiesterase	1
SCN62312.1 F-actin-capping protein subunit beta...	1
XP_011130166.1 ribonucleoside-diphosphate reduc...	1
CEM10074.1 unnamed protein product	1
KAK1932932.1 hypothetical protein X943_001446	1
XP_011129036.1 putative DEAD box ATP-dependent ...	1
XP_037037989.1 uncharacterized protein LOC11907...	1
XP_053993847.1 uncharacterized protein LOC12888...	1
OII77090.1 ribosome biogenesis protein SSF2	1
XP_011130335.1 inositol phospholipid synthesis ...	1
KAF8820753.1 glutathione s-transferase, n-termi...	1
XP_011130545.1 spermidine synthase	1
XP_011130211.1 protein kinase domain protein	1
XP_011129875.1 adenylate/guanylate cyclase	1
XP_011129584.1 putative nucleoporin, partial	1
XP_026194438.1 glutamate--tRNA ligase, cytoplasmic	1
KAJ2044168.1 hypothetical protein H4S04_006362	1
MCM2354179.1 S8 family serine peptidase	1
XP_011132889.1 peptidase S8 family domain protein	1
XP_003881795.1 conserved hypothetical protein	1
XP_011131023.1 RNA recognition motif protein	1
XP_011132575.1 X-pro dipeptidyl-peptidase, S15 ...	1
CEL98303.1 unnamed protein product	1
KAH0474095.1 MAG: hypothetical protein KVP18_00...	1
XP_011133279.1 E1-E2 ATPase	1
CEL92653.1 unnamed protein product	1
MCJ1385185.1 hypothetical protein	1
XP_011128581.1 putative alpha/beta hydrolase	1
XP_053993498.1 uncharacterized protein LOC12888...	1
CEM06402.1 unnamed protein product	1
XP_011131291.1 cell differentiation protein rcd1	1
KAJ1613377.1 putative 40S ribosomal subunit pro...	1
XP_002769447.1 conserved hypothetical protein	1
XP_011131789.1 threonyl-tRNA synthetase	1
XP_011130064.1 NOL1/NOP2/SUN family protein	1
XP_011130216.1 putative transmembrane protein	1
XP_002369268.1 elongation factor 1-alpha (EF-1-...	1
XP_011130402.1 histidine phosphatase domain pro...	1
XP_003882498.1 GK15875, related	1
XP_011129690.1 putative ubiquitin-conjugating e...	1
TCL90682.1 lactate permease	1
CEM37380.1 unnamed protein product	1
MDU2199077.1 helicase-related protein	1
XP_011130800.1 putative protein kinase	1
CAF1176328.1 unnamed protein product	1
WP_277783717.1 arginase family protein	1
XP_011129871.1 putative casein kinase	1
KAF8821695.1 DEAD (Asp-Glu-Ala-Asp) box polypep...	1
XP_003885568.1 putative EF hand domain-containi...	1
XP_011133516.1 calcium-activated chloride chann...	1
KAI0520420.1 hypothetical protein KFK09_007894	1
XP_004830851.1 hypothetical protein BEWA_005930	1
KAF4699931.1 hypothetical protein FOZ63_008763	1
XP_011131140.1 Sec1 family protein	1
XP_011132758.1 Not1 amine-terminal domain, CCR4...	1
XP_053993402.1 uncharacterized protein LOC12888...	1
XP_011128789.1 putative laforin	1
CEM02242.1 unnamed protein product	1
CAG9318720.1 unnamed protein product	1
XP_011128621.1 putative scavenger receptor	1
KAJ8577004.1 hypothetical protein ON010_g2205	1
XP_011132458.1 inner membrane complex protein	1
XP_011128985.1 MYND finger protein	1
XP_011130270.1 putative transmembrane protein	1
XP_011134161.1 WD domain, G-beta repeat protein	1
XP_011131161.1 putative piwi domain protein	1
CEL97994.1 unnamed protein product	1
CEM04418.1 unnamed protein product	1
CEM15171.1 unnamed protein product	1
XP_011129793.1 DNA helicase	1
XP_011133429.1 hypothetical protein GNI_177060,...	1
XP_011129910.1 aspartokinase	1
KAJ3011259.1 DNA cross-link repair 1A protein	1
XP_011131215.1 glutamine-fructose-6-phosphate a...	1
XP_011134069.1 putative pre-mRNA splicing factor	1
CEL94693.1 unnamed protein product	1
XP_011133621.1 putative DNA topoisomerase I	1
XP_011130668.1 beta-lactamase family domain pro...	1
XP_011129456.1 bromodomain protein	1
PIL99787.1 hypothetical protein TGCOUG_202120C,...	1
XP_011132694.1 adenylyl cyclase-associated protein	1
CAI2373881.1 unnamed protein product	1
XP_003883968.1 hypothetical protein NCLIV_037180	1
KAH0479294.1 MAG: hypothetical protein KVP17_00...	1
MBM3127276.1 aldehyde dehydrogenase EutE	1
KAF8819797.1 peptidyl-prolyl cis-trans isomerase	1
MBD3316469.1 acetate--CoA ligase	1
XP_052939433.1 methyltransferase TYW3-domain-co...	1
GJF00072.1 glycoside hydrolase family 18 protein	1
XP_055388948.1 uncharacterized protein LOC12961...	1
XP_053992029.1 uncharacterized protein LOC12888...	1
CEM10670.1 unnamed protein product	1
XP_011130005.1 putative transmembrane protein, ...	1
XP_011130249.1 dopey, amine-terminal domain pro...	1
XP_011130010.1 putative SNF2 helicase	1
RUS29483.1 PLC-like phosphodiesterase	1
XP_011129542.1 putative transmembrane protein	1
WP_224461204.1 glycoside hydrolase family 97 pr...	1
MDO8695562.1 S-(hydroxymethyl)glutathione dehyd...	1
MBM4186002.1 S-methyl-5'-thioadenosine phosphor...	1
MDD3161327.1 copper homeostasis protein CutC	1
XP_011130933.1 hexokinase, partial	1
CEM39054.1 unnamed protein product	1
XP_011129862.1 putative protein phosphatase 2C	1
PWN53172.1 ARM repeat-containing protein	1
UWK01889.1 FK506 binding protein	1
XP_011130304.1 putative helicase	1
KAH0481945.1 MAG: hypothetical protein KVP18_00...	1
KAI7870054.1 P-loop containing nucleoside triph...	1
KAF8820372.1 ubiquitin carboxyl-terminal hydrolase	1
NXX80474.1 SYAP1 protein	1
KAH0474553.1 MAG: hypothetical protein KVP17_00...	1
WP_185257879.1 AraC family transcriptional regu...	1
XP_010122306.1 PREDICTED: myotubularin, partial	1
XP_003880460.1 hypothetical protein NCLIV_008960	1
XP_011131072.1 putative CDP-diacylglycerol-glyc...	1
XP_011134489.1 putative small nuclear ribonucle...	1
XP_011131159.1 putative RNA polymerase subunit	1
XP_011130389.1 phosphoglucomutase-2	1
XP_011134033.1 putative membrane skeletal protein	1
XP_011133394.1 hypothetical protein GNI_176070	1
XP_023747200.1 probable rRNA-processing protein...	1
WP_158922898.1 beta-eliminating lyase-related p...	1
WP_137857638.1 SMR family transporter	1
XP_011131865.1 putative myosin	1
XP_011131866.1 emp24/gp25L/p24 family protein	1
CEM02549.1 unnamed protein product	1
XP_011134032.1 hypothetical protein GNI_081660	1
XP_011130996.1 putative polypeptide N-acetylgal...	1
KAH0481618.1 MAG: hypothetical protein KVP18_00...	1
CAE7341034.1 CHR24	1
XP_011132571.1 putative ubiquitination factor	1
KAF8783290.1 WD repeat-containing protein 55	1
XP_011133407.1 N-acetylglucosamine-6-phosphate ...	1
KAH0472380.1 MAG: hypothetical protein KVP18_00...	1
CAI3980232.1 unnamed protein product	1
XP_041358026.1 ubiquitin carboxyl-terminal hydr...	1
KAH0487679.1 MAG: hypothetical protein KVP17_00...	1
XP_031340618.1 protein YIPF1 isoform X2	1
XP_037896661.1 palmitoyltransferase ZDHHC3	1
CAJ1331355.1 unnamed protein product	1
XP_011131141.1 hypothetical protein GNI_100690	1
KAK1933049.1 RIO1 family protein	1
XP_011128886.1 putative transmembrane protein	1
XP_011134111.1 putative AARP2CN (NUC121) domain...	1
XP_028754630.1 pre-rRNA-processing protein TSR1...	1
CEM26980.1 unnamed protein product	1
XP_011129079.1 40S ribosomal protein S26	1
PHJ17637.1 type i fatty acid synthase	1
XP_011132784.1 protein kinase domain protein	1
XP_002291341.1 dead-box RNA helicase, partial	1
XP_026189900.1 protein MEI2-like 2	1
OMJ67097.1 hypothetical protein SteCoe_35830	1
XP_011130922.1 formin-like 2 domain protein	1
KAJ5075426.1 nep1/mra1	1
XP_011131014.1 collagen triple helix protein	1
XP_011129211.1 40S ribosomal S4 X protein isoform	1
KAF1966656.1 tRNA guanylyltransferase	1
XP_011130337.1 hypothetical protein GNI_071950	1
XP_011130926.1 hypothetical protein GNI_093480	1
XP_011130925.1 putative replication factor A, r...	1
XP_011130924.1 hypothetical protein GNI_093460	1
XP_011131810.1 Sas10 carboxy-terminal domain pr...	1
OII75106.1 hypothetical protein cand_004670	1
WP_008831651.1 MULTISPECIES: oxidoreductase	1
XP_011131726.1 peroxiredoxin	1
KAH0475168.1 MAG: hypothetical protein KVP17_00...	1
XP_011128484.1 putative replication factor A 1,...	1
KAH0474901.1 MAG: hypothetical protein KVP18_00...	1
MDP7318967.1 peroxiredoxin	1
KAH0487719.1 MAG: hypothetical protein KVP18_00...	1
XP_011129396.1 putative transmembrane protein	1
MDP9041833.1 SRPBCC domain-containing protein	1
XP_011132511.1 hypothetical protein GNI_138880	1
WP_131196351.1 FGGY-family carbohydrate kinase	1
XP_011134413.1 lipase	1
XP_011133422.1 putative brix domain protein	1
KAI8072905.1 glucosidase II beta subunit-like-d...	1
XP_011130189.1 valyl-tRNA synthetase	1
MBI5411661.1 GTP cyclohydrolase I FolE	1
XP_011133278.1 hypothetical protein GNI_169970	1
XP_011132455.1 SOH1 family protein	1
CEL91942.1 unnamed protein product	1
XP_011129540.1 lipase	1
XP_011132996.1 hypothetical protein GNI_157750	1
XP_011132016.1 putative chaperonin containing T...	1
CEL94166.1 unnamed protein product	1
KFH00800.1 Sas10 C-terminal domain-containing p...	1
KAF4675902.1 hypothetical protein FOL46_009117	1
XP_011129097.1 Rab-GTPase-TBC domain protein	1
KAH7648665.1 hypothetical protein FG379_002135	1
XP_011129808.1 hypothetical protein GNI_052250	1
MBA3660614.1 hypothetical protein	1
CEM18264.1 unnamed protein product	1
KAF8821103.1 protein kinase domain-containing p...	1
XP_011132494.1 temperature-dependent protein af...	1
XP_011133170.1 NAD(P) transhydrogenase	1
XP_003881264.1 hypothetical protein NCLIV_042980	1
XP_011134613.1 COPI associated protein	1
PWT78074.1 MAG: hydroxyacid dehydrogenase	1
OEH78557.1 hypothetical protein cyc_04730	1
XP_011128588.1 succinate dehydrogenase iron-sul...	1
KAH0486488.1 MAG: hypothetical protein KVP17_00...	1
KAH0484881.1 MAG: hypothetical protein KVP17_00...	1
XP_011133446.1 hypothetical protein GNI_177510	1
XP_011133143.1 hypothetical protein GNI_164380	1
CEL94105.1 unnamed protein product	1
CEM34249.1 unnamed protein product	1
XP_011129305.1 putative transcription factor II...	1
CAD8178403.1 unnamed protein product	1
XP_002365254.1 tat-binding family protein, puta...	1
XP_011129060.1 hypothetical protein GNI_026820	1
PVV01803.1 hypothetical protein BB560_003767	1
XP_011132110.1 DEAD-box RNA helicase	1
EEC02916.1 ATP-dependent RNA helicase, putative...	1
XP_045958007.1 THUMP domain-containing protein	1
CAE8623808.1 unnamed protein product	1
XP_011130658.1 hypothetical protein GNI_086440	1
MBP9218595.1 Grx4 family monothiol glutaredoxin	1
TYZ59841.1 hypothetical protein PybrP1_005477  ...	1
KAK1933374.1 DNA polymerase alpha subunit B fam...	1
XP_011131617.1 protein kinase domain protein	1
XP_003880495.1 putative trafficking protein par...	1
KFG57526.1 phosphatidylinositol 3- and 4-kinase	1
CEL92523.1 unnamed protein product	1
XP_011134049.1 C2 domain protein	1
XP_011131257.1 inner membrane complex protein	1
XP_002768606.1 mRNA turnover protein 4 mrt4, pu...	1
KAF8820656.1 ABC1 family protein	1
KAH7646981.1 phosphatase 4 (formerly X)	1
XP_011132691.1 SET domain protein	1
KFH13424.1 transcription factor s-ii (tfiis), c...	1
XP_011131206.1 hypothetical protein GNI_102160	1
XP_011132794.1 RNA methyltransferase	1
XP_011133659.1 putative iron sulfur cluster ass...	1
KAI0742749.1 putative deacetylase LmbE-like dom...	1
CAG9814747.1 unnamed protein product	1
KAI8978451.1 thioredoxin-like protein	1
XP_011131136.1 hypothetical protein GNI_100640	1
TMW57126.1 hypothetical protein Poli38472_003051	1
XP_011131707.1 putative myosin light chain	1
DBA02507.1 TPA: hypothetical protein N0F65_0109...	1
CEM02076.1 unnamed protein product	1
XP_028526631.1 RNA-binding protein mei2 homolog...	1
XP_011131310.1 GTPase	1
AIG55592.1 secreted protein	1
CEM01831.1 unnamed protein product	1
XP_011131932.1 ring finger protein	1
XP_029220018.1 hypothetical protein BESB_056600	1
XP_002130479.1 geranylgeranyl transferase type-...	1
XP_011130499.1 hypothetical protein GNI_076370	1
XP_011130516.1 RNA cap guanine-N2 methyltransfe...	1
CEM02518.1 unnamed protein product	1
XP_011134013.1 SET domain protein	1
XP_011133081.1 putative phosphatidylinositol 4-...	1
XP_011130240.1 UDP-glucosyltransferase	1
XP_010089574.1 UDP-glycosyltransferase 13	1
WP_206920329.1 alpha/beta hydrolase	1
ACN39827.1 unknown	1
XP_011131797.1 hypothetical protein GNI_118720	1
KAH0480912.1 MAG: hypothetical protein KVP18_00...	1
XP_011132796.1 sodium/hydrogen exchanger, partial	1
KAH0485557.1 MAG: hypothetical protein KVP17_00...	1
XP_011132244.1 putative transmembrane protein	1
HJB40019.1 arsenate reductase family protein	1
KAI0911914.1 siderochrome-iron transporter MirC	1
CAF1184037.1 unnamed protein product	1
XP_055387848.1 pre-mRNA-splicing factor CWC22 h...	1
XP_011131279.1 eukaryotic translation initiatio...	1
KAF8819311.1 PWI domain-containing protein	1
CEM02960.1 unnamed protein product	1
CAK0825203.1 unnamed protein product	1
KAF8823114.1 PRP38 family protein	1
XP_011129006.1 hypothetical protein GNI_016620	1
XP_016606260.1 uncharacterized protein SPPG_06620	1
HLL15267.1 aspartate-semialdehyde dehydrogenase	1
XP_011130021.1 putative structural maintenance ...	1
XP_011130888.1 putative preribosomal protein RNA	1
XP_013754988.1 Ras-like protein Rab-1A	1
CEM36139.1 unnamed protein product	1
XP_002680614.1 uncharacterized protein NAEGRDRA...	1
XP_011128512.1 peptidase S8 family domain protein	1
XP_003884414.1 putative splicing factor	1
CEM29655.1 unnamed protein product	1
CEL98035.1 unnamed protein product	1
KFG39952.1 trehalose-phosphatase, partial	1
CEM21263.1 unnamed protein product	1
KAH0487629.1 MAG: hypothetical protein KVP18_00...	1
CAF0907732.1 unnamed protein product	1
XP_011132166.1 MED7 protein	1
XP_002371469.1 rudimentary enhancer, putative	1
XP_011132981.1 putative midasin	1
XP_011131172.1 putative exosome complex exonucl...	1
XP_011129827.1 putative serine/threonine-protei...	1
XP_013436593.1 CAM kinase, SNF1 family, putative	1
XP_011131713.1 proteasome subunit alpha type	1
XP_011131355.1 putative transmembrane protein	1
XP_011134114.1 helicase	1
KAI9227590.1 MAG: metal-dependent protein hydro...	1
CEM20900.1 unnamed protein product	1
XP_003886099.1 putative methionine aminopeptidase	1
CAG8630179.1 10617_t:CDS:2	1
XP_011131936.1 ACR, YagE family protein, partial	1
XP_011130444.1 protein kinase domain protein	1
XP_011130569.1 putative histone acetyltransfera...	1
XP_011130168.1 inner membrane complex protein	1
WP_061552994.1 alanine racemase	1
XP_011132905.1 putative methyltransferase	1
XP_057230256.1 programmed cell death protein 2-...	1
KAF8821012.1 Rna recognition motif-containing p...	1
KAH0478989.1 MAG: hypothetical protein KVP17_00...	1
CAE8614742.1 unnamed protein product	1
XP_011129839.1 putative transmembrane protein	1
CAE7836763.1 ndor1	1
XP_024520084.1 proteasome subunit beta type-4	1
CEM22528.1 unnamed protein product	1
PIL98892.1 PUB domain-containing protein	1
XP_011130391.1 hypothetical protein GNI_073120	1
XP_011131939.1 developmentally regulated GTP-bi...	1
XP_011130393.1 trehalase	1
XP_011131945.1 sugar transporter	1
OII77183.1 hypothetical protein cand_021650	1
CCI49234.1 unnamed protein product	1
CEM02687.1 unnamed protein product	1
XP_011128799.1 TAFII55 protein	1
XP_011128796.1 hypothetical protein GNI_011080	1
XP_011131629.1 pre-mRNA processing factor 3 (Prp3)	1
XP_011129351.1 glutamate dehydrogenase NAD(P) p...	1
XP_029216086.1 n-acetyltransferase family protein	1
CEM17589.1 unnamed protein product	1
KAJ1108732.1 hypothetical protein NDU88_006102	1
XP_011132262.1 DNA-directed RNA polymerase beta...	1
XP_011132373.1 VTC domain protein	1
CAD7936143.1 unnamed protein product	1
KAF8821277.1 putative beta-catenin family prote...	1
KAF8818517.1 putative pre-rRna-processing protein	1
XP_045168329.1 14-3-3 protein zeta-like	1
CEM06397.1 unnamed protein product	1
PPS97792.1 Pre-rRNA-processing protein TSR2, pa...	1
RKW32652.1 MAG: DUF4241 domain-containing protein	1
XP_044598025.1 acyl-protein thioesterase 2 isof...	1
XP_011129814.1 hypothetical protein GNI_052490	1
XP_011134482.1 threonine synthase	1
PHJ19384.1 60s ribosomal protein	1
XP_031559576.1 SUMO-activating enzyme subunit 1...	1
XP_011134470.1 bromodomain domain protein	1
GFE55259.1 serine threonine phosphatase	1
XP_011128939.1 cleft lip and palate transmembra...	1
XP_011129409.1 putative SNF2 family protein	1
XP_017306565.1 EKC/KEOPS complex subunit TP53RK	1
CEL96663.1 unnamed protein product	1
RLN99354.1 hypothetical protein DYB28_011998	1
XP_011132478.1 putative ATP-dependent RNA helicase	1
XP_011131889.1 putative 40S ribosomal protein S5	1
KAH0477103.1 MAG: hypothetical protein KVP17_00...	1
CAD7965080.1 unnamed protein product	1
XP_011130536.1 60S ribosomal protein L44	1
CAC5408584.1 unnamed protein product	1
XP_011129661.1 putative vacuolar ATP synthase p...	1
XP_011134307.1 putative transmembrane protein	1
XP_045877636.1 bis(5'-nucleosyl)-tetraphosphatase	1
XP_011131559.1 RNA recognition motif (RRM) cont...	1
XP_011131558.1 RNA recognition motif protein	1
XP_011131557.1 hypothetical protein GNI_113160	1
XP_011129704.1 endonuclease	1
CEM33170.1 unnamed protein product	1
XP_011134409.1 putative diacylglycerol kinase	1
XP_013251844.1 eukaryotic translation initiatio...	1
CEL94685.1 unnamed protein product	1
KAH0483944.1 MAG: hypothetical protein KVP18_00...	1
XP_011133308.1 MYND finger protein	1
GAU96982.1 hypothetical protein RvY_08345	1
XP_011131497.1 ABC transporter	1
XP_049263494.1 DBP2  subhashii]	1
WP_116925308.1 molecular chaperone HscC	1
XP_011134031.1 hypothetical protein GNI_081560	1
CDI74307.1 hypothetical protein, conserved	1
KAH7649643.1 phosphoglycerate mutase domain	1
XP_011128569.1 methionyl-tRNA synthetase	1
XP_011134099.1 protein phosphatase 2C	1
XP_004221567.1 signal peptidase, partial	1
XP_011131546.1 putative tetratricopeptide repea...	1
XP_011132698.1 endonuclease/exonuclease/phospha...	1
XP_013338106.1 hypothetical protein, conserved	1
CEL93547.1 unnamed protein product	1
XP_022587310.2 polypeptide N-acetylgalactosamin...	1
XP_011131923.1 protein tyrosine phosphatase	1
XP_011131237.1 protein kinase domain protein	1
XP_011130543.1 VHS domain protein	1
XP_050094239.1 2-hydroxyacyl-CoA lyase 1	1
XP_011132243.1 soluble inorganic pyrophosphatase	1
KAH0481345.1 MAG: hypothetical protein KVP18_00...	1
XP_011132925.1 coronin	1
XP_047636997.1 cytosolic iron-sulfur assembly c...	1
XP_029222019.1 putative CRIPT	1
KAA6427132.1 MAG: 60S ribosomal L37	1
XP_011129292.1 chitinase	1
CEM00013.1 unnamed protein product	1
XP_011128968.1 hypothetical protein GNI_015510	1
XP_011132563.1 WD repeat protein	1
KAG6491846.1 hypothetical protein ZIOFF_046784	1
